,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,-additional
Rk,Player,From,To,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,-9999
175,John Gianelli,1973,1977,5,303,7698,1041,2204,,,399,557,571,1912,406,100,250,,742,2481,.472,,.716,25.4,8.2,6.3,1.3,gianejo01
176,Taj Gibson,2020,2022,3,159,2907,352,610,22,67,123,163,298,746,120,80,119,96,358,849,.577,.328,.755,18.3,5.3,4.7,0.8,gibsota01
177,J.R. Giddens,2010,2010,1,11,140,19,39,0,8,7,11,12,31,7,5,1,10,19,45,.487,.000,.636,12.7,4.1,2.8,0.6,giddejr01
178,Mike Glenn,1979,1981,3,232,3477,736,1361,6,21,218,246,76,236,329,144,18,164,318,1696,.541,,.886,15.0,7.3,1.0,1.4,glennmi01
179,Tom Gola,1963,1966,4,277,6858,836,1876,,,489,650,,1446,893,,,,956,2161,.446,,.752,24.8,7.8,5.2,3.2,golato01
180,Glen Gondrezick,1978,1979,2,147,2619,292,665,,,138,218,239,674,189,154,36,177,407,722,.439,,.633,17.8,4.9,4.6,1.3,gondrgl01
181,Leo Gottlieb,1947,1948,2,84,,208,722,,,49,76,,,36,,,,107,465,.288,,.645,,5.5,,0.4,gottlle01
182,Ron Grandison,1995,1996,2,8,65,8,19,0,0,4,6,8,18,4,4,1,1,6,20,.421,,.667,8.1,2.5,2.3,0.5,grandro01
183,Stewart Granger,1987,1987,1,15,166,20,54,0,3,9,11,6,17,27,7,1,22,17,49,.370,.000,.818,11.1,3.3,1.1,1.8,grangst01
184,Gary Grant,1996,1996,1,47,596,88,181,8,24,48,58,12,52,69,39,3,45,91,232,.486,.333,.828,12.7,4.9,1.1,1.5,grantga01
185,Greg Grant,1991,1991,1,22,107,10,27,1,3,5,6,1,10,20,9,0,10,12,26,.370,.333,.833,4.9,1.2,0.5,0.9,grantgr01
186,Jerian Grant,2016,2016,1,76,1265,154,391,22,100,96,123,23,143,177,50,10,87,97,426,.394,.220,.780,16.6,5.6,1.9,2.3,grantje02
187,Stuart Gray,1990,1991,2,27,131,8,29,0,3,10,11,4,24,2,3,3,7,32,26,.276,.000,.909,4.9,1.0,0.9,0.1,grayst01
188,Johnny Green,1960,1966,7,472,12420,2495,5493,,,1124,2030,,4825,789,,,,1358,6114,.454,,.554,26.3,13.0,10.2,1.7,greenjo01
189,Ken Green,1986,1986,1,7,72,13,27,0,0,5,9,12,27,2,4,0,1,8,31,.481,,.556,10.3,4.4,3.9,0.3,greenke01
190,Sidney Green,1988,1989,2,164,3326,452,1007,0,5,255,360,378,1036,169,112,50,273,490,1159,.449,.000,.708,20.3,7.1,6.3,1.0,greensi02
191,Chuck Grigsby,1955,1955,1,7,45,7,19,,,2,8,,11,7,,,,9,16,.368,,.250,6.4,2.3,1.6,1.0,grigsch01
192,Quentin Grimes,2022,2023,2,117,2907,377,837,229,596,91,117,73,323,194,78,37,97,249,1074,.450,.384,.778,24.8,9.2,2.8,1.7,grimequ01
193,Ernie Grunfeld,1983,1986,4,298,5004,669,1478,30,82,312,393,149,641,468,172,37,245,644,1680,.453,.366,.794,16.8,5.6,2.2,1.6,grunfer01
194,Richie Guerin,1957,1964,8,518,18257,3681,8935,,,3030,3892,,3309,2725,,,,1727,10392,.412,,.779,35.2,20.1,6.4,5.3,gueriri01
195,Tyler Hall,2022,2022,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2.0,0.0,0.0,0.0,hallty01
196,Anfernee Hardaway,2004,2006,3,83,2185,273,682,31,95,105,137,61,288,161,72,15,121,167,682,.400,.326,.766,26.3,8.2,3.5,1.9,hardaan01
197,Tim Hardaway Jr.,2014,2019,4,254,6940,1215,2986,498,1459,576,696,89,662,470,168,37,302,492,3504,.407,.341,.828,27.3,13.8,2.6,1.9,hardati02
