,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,-additional
Rk,Player,From,To,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,-9999
504,Hassan Whiteside,2011,2021,3,55,657,138,251,0,1,46,91,77,254,20,12,61,45,87,322,.550,.000,.505,11.9,5.9,4.6,0.4,whiteha01
505,Hawkeye Whitney,1981,1982,2,70,1048,174,377,2,7,54,72,42,146,87,59,7,62,129,404,.462,.286,.750,15.0,5.8,2.1,1.2,whitnha02
506,Bob Wiesenhahn,1962,1962,1,60,326,51,161,,,17,30,,112,23,,,,50,119,.317,,.567,5.4,2.0,1.9,0.4,wiesebo01
507,Win Wilfong,1960,1961,2,134,2709,389,1069,,,233,296,,499,352,,,,348,1011,.364,,.787,20.2,7.5,3.7,2.6,wilfowi01
508,Derrick Williams,2014,2015,2,141,3120,404,913,73,240,306,439,109,499,105,78,20,126,172,1187,.442,.304,.697,22.1,8.4,3.5,0.7,willide02
509,Jason Williams,1999,2001,3,208,6855,875,2280,343,1139,267,351,55,568,1304,306,18,599,345,2360,.384,.301,.761,33.0,11.3,2.7,6.3,willija02
510,Justin Williams,2007,2008,2,48,450,66,114,0,1,30,85,70,163,2,10,21,18,65,162,.579,.000,.353,9.4,3.4,3.4,0.0,williju01
511,Mike Williams,1990,1990,1,16,88,6,14,0,1,3,6,5,22,2,3,7,3,28,15,.429,.000,.500,5.5,0.9,1.4,0.1,willimi03
512,Nate Williams,1972,1975,4,293,7796,1638,3591,,,523,659,176,1234,562,202,58,,1014,3799,.456,,.794,26.6,13.0,4.2,1.9,willina01
513,Ray Williams,1983,1983,1,72,2170,419,1068,15,74,256,333,93,327,569,120,26,335,248,1109,.392,.203,.769,30.1,15.4,4.5,7.9,willira01
514,Shelden Williams,2008,2009,2,58,667,95,201,0,3,68,96,59,176,16,21,20,47,86,258,.473,.000,.708,11.5,4.4,3.0,0.3,willish02
515,Terrence Williams,2012,2012,1,18,369,65,141,8,27,21,34,11,74,55,16,6,33,19,159,.461,.296,.618,20.5,8.8,4.1,3.1,willite01
516,Troy Williams,2019,2019,1,21,312,44,98,14,44,9,15,12,59,11,10,8,9,37,111,.449,.318,.600,14.9,5.3,2.8,0.5,willitr02
517,Walt Williams,1993,1996,4,238,7149,1264,2941,260,789,768,1071,348,1052,791,294,157,670,825,3556,.430,.330,.717,30.0,14.9,4.4,3.3,williwa02
518,Willie Williams,1971,1971,1,9,49,4,10,,,0,0,,13,6,,,,6,8,.400,,,5.4,0.9,1.4,0.7,williwi01
519,Corliss Williamson,1996,2007,8,466,10671,1995,4057,3,24,1033,1513,679,1751,613,263,155,770,1253,5026,.492,.125,.683,22.9,10.8,3.8,1.3,willico02
520,George Wilson,1965,1967,3,98,689,103,334,,,49,88,,243,28,,,,134,255,.308,,.557,7.0,2.6,2.5,0.3,wilsoge01
521,Othell Wilson,1987,1987,1,53,789,82,185,3,18,43,54,28,81,207,42,4,77,67,210,.443,.167,.796,14.9,4.0,1.5,3.9,wilsoot01
522,Trevor Wilson,1994,1995,2,67,1242,186,389,0,2,90,155,118,271,72,37,12,93,118,462,.478,.000,.581,18.5,6.9,4.0,1.1,wilsotr01
523,Lee Winfield,1976,1976,1,22,214,32,66,,,9,14,8,24,19,10,6,,14,73,.485,,.643,9.7,3.3,1.1,0.9,winfile01
524,Randy Wittman,1989,1989,1,31,416,50,117,2,4,16,22,6,26,32,10,0,12,12,118,.427,.500,.727,13.4,3.8,0.8,1.0,wittmra01
525,Leon Wood,1991,1991,1,12,222,25,63,12,38,19,21,5,19,49,5,0,12,10,81,.397,.316,.905,18.5,6.8,1.6,4.1,woodle01
526,Robert Woodard II,2021,2022,2,25,87,10,36,2,10,5,10,9,27,5,1,4,2,7,27,.278,.200,.500,3.5,1.1,1.1,0.2,woodaro01
527,Mike Woodson,1982,1986,5,387,10865,2521,5112,23,99,1249,1552,406,1081,975,564,185,717,1007,6314,.493,.232,.805,28.1,16.3,2.8,2.5,woodsmi01
528,Metta World Peace,2006,2008,3,167,6417,1135,2632,237,680,651,894,252,990,602,362,111,382,483,3158,.431,.349,.728,38.4,18.9,5.9,3.6,artesro01
529,Antoine Wright,2011,2011,1,7,31,1,8,0,4,0,0,2,3,0,1,0,1,3,2,.125,.000,,4.4,0.3,0.4,0.0,wrighan01
530,Delon Wright,2021,2021,1,27,696,104,225,33,83,30,36,28,105,97,43,11,35,30,271,.462,.398,.833,25.8,10.0,3.9,3.6,wrighde01
531,Lorenzen Wright,2008,2008,1,5,13,1,4,0,0,0,0,1,1,1,0,0,2,5,2,.250,,,2.6,0.4,0.2,0.2,wrighlo02
532,Dave Zeller,1962,1962,1,61,278,36,102,,,18,24,,27,58,,,,37,90,.353,,.750,4.6,1.5,0.4,1.0,zelleda01
